portal_dataset_id,variable_name,display_name,units,entity_type,db_provider_dataset,realm,dataset_match_class,measurement_type_match,var_note
/euphausiid/save.php?mode=save,Krill (Euphausiids),Krill (Euphausiids),"",scientific_dataset,cce-lter_euphausiids,bio,matching,,taxon (build-time species match)
555783,Genomics of microbial/plankton assemblage (ASVs) - 16S,Genomics of microbial/plankton assemblage (ASVs) - 16S,"",scientific_dataset,,omics,missing,,no DB dataset (missing/omics)
CAC_FI_SBAS_obs,behavior,behavior,"",scientific_variable,calcofi_bird_mammal_census,bio,partial,,taxon (build-time species match)
CAC_FI_SBAS_obs,count,count,"",scientific_variable,calcofi_bird_mammal_census,bio,partial,count,measurement_type (source_column/name)
CAC_FI_SBAS_obs,gis_key,gis_key,"",scientific_variable,calcofi_bird_mammal_census,bio,partial,,taxon (build-time species match)
CAC_FI_SBAS_obs,idnum,idnum,"",scientific_variable,calcofi_bird_mammal_census,bio,partial,,taxon (build-time species match)
CAC_FI_SBAS_obs,species,species,"",scientific_variable,calcofi_bird_mammal_census,bio,partial,,taxon (build-time species match)
CAC_FI_SBAS_sp,common_name,common_name,"",scientific_variable,calcofi_bird_mammal_census,bio,partial,,taxon (build-time species match)
CAC_FI_SBAS_sp,scientific_name,scientific_name,"",scientific_variable,calcofi_bird_mammal_census,bio,partial,,taxon (build-time species match)
CAC_FI_SBAS_sp,species,Species,"",scientific_variable,calcofi_bird_mammal_census,bio,partial,,taxon (build-time species match)
CAC_FI_SBAS_sp,type,type,"",scientific_variable,calcofi_bird_mammal_census,bio,partial,,taxon (build-time species match)
bb9217084g,Mesopelagic Fish,Mesopelagic Fish,"",scientific_dataset,,bio,missing,,taxon (build-time species match)
ctd-cast-files/,CTD cast data (SIO),CTD cast data (SIO),"",scientific_dataset,calcofi_ctd-cast,env,matching,,unmatched
datazoo/catalogs/ccelter/datasets/159,Heterotrophic bacteria & picoautotrophs,Heterotrophic bacteria & picoautotrophs,"",scientific_dataset,,bio,missing,,taxon (build-time species match)
datazoo/catalogs/ccelter/datasets/254,Phytoplankton community (visual estimates),Phytoplankton community (visual estimates),"",scientific_dataset,calcofi_phytoplankton,bio,matching,,taxon (build-time species match)
erdCalCOFINOAAhydros,cruise,Cruise,"",scientific_variable,calcofi_ctd-cast,env,matching,,unmatched
erdCalCOFINOAAhydros,ctd_depth,CTD Depth,meters,scientific_variable,calcofi_ctd-cast,env,matching,,unmatched
erdCalCOFINOAAhydros,latitude,Latitude,degrees_north,scientific_variable,calcofi_ctd-cast,env,matching,,unmatched
erdCalCOFINOAAhydros,line,CalCOFI Line,"",scientific_variable,calcofi_ctd-cast,env,matching,,unmatched
erdCalCOFINOAAhydros,longitude,Longitude,degrees_east,scientific_variable,calcofi_ctd-cast,env,matching,,unmatched
erdCalCOFINOAAhydros,order_occupied,Order Occupied,"",scientific_variable,calcofi_ctd-cast,env,matching,,unmatched
erdCalCOFINOAAhydros,oxygen,Oxygen,ml/l,chemical_variable,calcofi_ctd-cast,env,matching,,unmatched
erdCalCOFINOAAhydros,percent_saturation,Oxygen Saturation (%),percent,scientific_variable,calcofi_ctd-cast,env,matching,,unmatched
erdCalCOFINOAAhydros,salinity,Salinity,practical salinity units,physical_variable,calcofi_ctd-cast,env,matching,,unmatched
erdCalCOFINOAAhydros,ship,Ship Name,"",scientific_variable,calcofi_ctd-cast,env,matching,,unmatched
erdCalCOFINOAAhydros,ship_code,Ship Code,"",scientific_variable,calcofi_ctd-cast,env,matching,,unmatched
erdCalCOFINOAAhydros,station,CalCOFI Station,"",scientific_variable,calcofi_ctd-cast,env,matching,,unmatched
erdCalCOFINOAAhydros,temperature,Temperature,degrees Celsius,physical_variable,calcofi_ctd-cast,env,matching,,unmatched
erdCalCOFINOAAhydros,time,CTD Start Time,seconds since 1970-01-01T00:00:00Z,scientific_variable,calcofi_ctd-cast,env,matching,,unmatched
erdCalCOFIcufes,anchovy_eggs,Anchovy Eggs,count,scientific_variable,swfsc_cufes,bio,matching,anchovy_eggs,measurement_type (source_column/name)
erdCalCOFIcufes,cruise,Cruise,"",scientific_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,hake_eggs,Hake Eggs,count,scientific_variable,swfsc_cufes,bio,matching,hake_eggs,measurement_type (source_column/name)
erdCalCOFIcufes,jack_mackerel_eggs,Jack Mackerel Eggs,count,scientific_variable,swfsc_cufes,bio,matching,jack_mackerel_eggs,measurement_type (source_column/name)
erdCalCOFIcufes,latitude,Start Latitude,degrees_north,scientific_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,longitude,Start Longitude,degrees_east,scientific_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,other_fish_eggs,Other Fish Eggs,count,scientific_variable,swfsc_cufes,bio,matching,other_fish_eggs,measurement_type (source_column/name)
erdCalCOFIcufes,sample_number,Sample Number,"",scientific_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,sardine_eggs,Sardine Eggs,count,scientific_variable,swfsc_cufes,bio,matching,sardine_eggs,measurement_type (source_column/name)
erdCalCOFIcufes,ship,Ship Name,"",scientific_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,ship_code,Ship Code,"",scientific_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,squid_eggs,Squid Eggs,count,scientific_variable,swfsc_cufes,bio,matching,squid_eggs,measurement_type (source_column/name)
erdCalCOFIcufes,start_pump_speed,Start Pump Speed,M^3 per minute,scientific_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,start_salinity,Start Salinity,practical salinity units,physical_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,start_temperature,Start Temperature,degrees Celsius,physical_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,start_wind_direction,Start Wind Direction,degrees,scientific_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,start_wind_speed,Start Wind Speed,knotts,scientific_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,stop_latitude,Stop Latitude,decimal degrees,scientific_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,stop_longitude,Stop longitude,decimal degrees,scientific_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,stop_pump_speed,Stop Pump Speed,M^3 per minute,scientific_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,stop_salinity,Stop Salinity,practical salinity units,physical_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,stop_temperature,Stop Temperature,degrees Celsius,physical_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,stop_time,Stop Time,datetime (UTC),scientific_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,stop_wind_direction,Stop Wind Direction,degrees,scientific_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,stop_wind_speed,Stop Wind Speed,knotts,scientific_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIcufes,time,Start Time,seconds since 1970-01-01T00:00:00Z,scientific_variable,swfsc_cufes,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,calcofi_species_code,Calcofi Species Code,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,common_name,Common Name,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,cruise,Cruise,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,egg_count,Egg Count,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,eggs_100m3,Eggs 100/M^3,Eggs 100/M^3,scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,eggs_10m2,Eggs 10/M^2,Eggs 10/M^2,scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,itis_tsn,ITIS TSN,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,latitude,Latitude,degrees_north,scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,line,CalCOFI Line,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,longitude,Longitude,degrees_east,scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,net_location,Net Location (side),"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,order_occupied,Order Occupied,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,proportion_sorted,Proportion Sorted,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,scientific_name,Scientific Name,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,ship,Ship Name,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,ship_code,Ship Code,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,standard_haul_factor,Standard Haul Factor,"",scientific_variable,swfsc_ichthyo,bio,matching,std_haul_factor,measurement_type (source_column/name)
erdCalCOFIeggcnt,station,CalCOFI Station,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,time,Time,seconds since 1970-01-01T00:00:00Z,scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,tow_number,Tow Number,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,tow_type,Tow Type,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggcnt,volume_sampled,Volume Sampled,meters^3,scientific_variable,swfsc_ichthyo,bio,matching,volume_sampled,measurement_type (source_column/name)
erdCalCOFIeggstg,calcofi_species_code,Calcofi Species Code,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,common_name,Common Name,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,cruise,Cruise,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,egg_stage,Egg Stage,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,egg_stage_count,Egg Count,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,eggs_100m3,Eggs 100/M^3,Eggs 100/M^3,scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,eggs_10m2,Eggs 10/M^2,Eggs 10/M^2,scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,itis_tsn,ITIS TSN,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,latitude,Latitude,degrees_north,scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,line,CalCOFI Line,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,longitude,Longitude,degrees_east,scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,net_location,Net Location (side),"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,order_occupied,Order Occupied,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,proportion_sorted,Proportion Sorted,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,scientific_name,Scientific Name,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,ship,Ship Name,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,ship_code,Ship Code,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,standard_haul_factor,Standard Haul Factor,"",scientific_variable,swfsc_ichthyo,bio,matching,std_haul_factor,measurement_type (source_column/name)
erdCalCOFIeggstg,station,CalCOFI Station,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,time,Time,seconds since 1970-01-01T00:00:00Z,scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,tow_number,Tow Number,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,tow_type,Tow Type,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIeggstg,volume_sampled,Volume Sampled,meters^3,scientific_variable,swfsc_ichthyo,bio,matching,volume_sampled,measurement_type (source_column/name)
erdCalCOFIinvcnt,calcofi_species_code,Calcofi Species Code,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,common_name,Common Name,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,cruise,Cruise,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,invert_count,Invertebrate Count,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,inverts_100m3,Invertebrates 100/M^3,Invertebrates 100/M^3,scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,inverts_10m2,Invertebrates 10/M^2,Invertebrates 10/M^2,scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,itis_tsn,ITIS TSN,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,latitude,Latitude,degrees_north,scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,line,CalCOFI Line,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,longitude,Longitude,degrees_east,scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,net_location,Net Location (side),"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,order_occupied,Order Occupied,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,proportion_sorted,Proportion Sorted,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,scientific_name,Scientific Name,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,ship,Ship Name,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,ship_code,Ship Code,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,standard_haul_factor,Standard Haul Factor,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,station,CalCOFI Station,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,time,Time,seconds since 1970-01-01T00:00:00Z,scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,tow_number,Tow Number,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,tow_type,Tow Type,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvcnt,volume_sampled,Volume Sampled,meters^3,scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,calcofi_species_code,Calcofi Species Code,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,common_name,Common Name,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,cruise,Cruise,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,invert_count,Invertebrate Count,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,invert_size,Invertebrate Size,millimeters,scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,inverts_100m3,Invertebrates 100/M^3,Invertebrates 100/M^3,scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,inverts_10m2,Invertebrates 10/M^2,Invertebrates 10/M^2,scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,itis_tsn,ITIS TSN,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,latitude,Latitude,degrees_north,scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,line,CalCOFI Line,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,longitude,Longitude,degrees_east,scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,net_location,Net Location (side),"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,order_occupied,Order Occupied,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,proportion_sorted,Proportion Sorted,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,scientific_name,Scientific Name,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,ship,Ship Name,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,ship_code,Ship Code,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,standard_haul_factor,Standard Haul Factor,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,station,CalCOFI Station,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,time,Time,seconds since 1970-01-01T00:00:00Z,scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,tow_number,Tow Number,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,tow_type,Tow Type,"",scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIinvsiz,volume_sampled,Volume Sampled,meters^3,scientific_variable,swfsc_invert,bio,matching,,taxon (build-time species match)
erdCalCOFIlrvcnt,calcofi_species_code,Calcofi Species Code,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIlrvcnt,common_name,Common Name,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIlrvcnt,cruise,Cruise,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIlrvcnt,itis_tsn,ITIS TSN,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIlrvcnt,larvae_100m3,Larvae 100/M^3,Larvae 100/M^3,scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIlrvcnt,larvae_10m2,Larvae 10/M^2,Larvae 10/M^2,scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIlrvcnt,larvae_count,Larvae Count,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIlrvcnt,latitude,Latitude,degrees_north,scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIlrvcnt,line,CalCOFI Line,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIlrvcnt,longitude,Longitude,degrees_east,scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIlrvcnt,net_location,Net Location (side),"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIlrvcnt,order_occupied,Order Occupied,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIlrvcnt,proportion_sorted,Proportion Sorted,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIlrvcnt,scientific_name,Scientific Name,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIlrvcnt,ship,Ship Name,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
erdCalCOFIlrvcnt,ship_code,Ship Code,"",scientific_variable,swfsc_ichthyo,bio,matching,,taxon (build-time species match)
