portal_dataset_id,variable_name,display_name,units,entity_type,db_provider_dataset,realm,dataset_match_class,measurement_type_match,var_note
siocalcofiHydroBottle,no3um,Measured Nitrate concentration,micromoles per liter,scientific_variable,calcofi_bottle,env,matching,nitrate,measurement_type (source_column/name)
siocalcofiHydroBottle,o2ml_l,O2,milliliters per liter,scientific_variable,calcofi_bottle,env,matching,oxygen_ml_l,measurement_type (source_column/name)
siocalcofiHydroBottle,o2sat,O2Sat,percent saturation,scientific_variable,calcofi_bottle,env,matching,oxygen_saturation,measurement_type (source_column/name)
siocalcofiHydroBottle,o2satq,Oxygen saturation Quality,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroBottle,o_qual,Oxygen Quality,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroBottle,oxy,Oxygen,micromoles per kilogram,scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroBottle,p_qual,Pressure Quality,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroBottle,ph1,pH,pH scale,chemical_variable,calcofi_bottle,env,matching,ph_rep1,measurement_type (source_column/name)
siocalcofiHydroBottle,ph2,pH replicate,pH scale,chemical_variable,calcofi_bottle,env,matching,ph_rep2,measurement_type (source_column/name)
siocalcofiHydroBottle,phaeop,Phaeopigment Concentratio,micrograms per liter,chemical_variable,calcofi_bottle,env,matching,phaeopigment,measurement_type (source_column/name)
siocalcofiHydroBottle,phaqua,Phaeopigments quality,"",chemical_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroBottle,po4q,Phosphate quality,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroBottle,po4um,Measured Phosphate Concentration,micromoles per liter,scientific_variable,calcofi_bottle,env,matching,phosphate,measurement_type (source_column/name)
siocalcofiHydroBottle,r_depth,Reported Depth,meters,scientific_variable,calcofi_bottle,env,matching,r_depth,measurement_type (source_column/name)
siocalcofiHydroBottle,r_dynht,Reported Dynamic Height,dynamic meters,scientific_variable,calcofi_bottle,env,matching,r_dynamic_height,measurement_type (source_column/name)
siocalcofiHydroBottle,r_nuts,Reported Ammonium Concentration,micromoles per liter,scientific_variable,calcofi_bottle,env,matching,r_ammonium,measurement_type (source_column/name)
siocalcofiHydroBottle,r_oxy,Reported Oxygen,micromoles per kilogram,scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroBottle,r_sal,Reported Salinity,Practical Salinity Scale,scientific_variable,calcofi_bottle,env,matching,r_salinity_sva,measurement_type (source_column/name)
siocalcofiHydroBottle,r_temp,Reported Potential Temperature,degrees Celsius,physical_variable,calcofi_bottle,env,matching,r_temperature,measurement_type (source_column/name)
siocalcofiHydroBottle,recind,Data Descriptor Code,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroBottle,s_prec,Salinity Precision,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroBottle,s_qual,Salinity Quality,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroBottle,salinity,Salinity,Practical Salinity Scale,physical_variable,calcofi_bottle,env,matching,salinity,measurement_type (source_column/name)
siocalcofiHydroBottle,sio3qu,Silicate quality,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroBottle,sio3um,Measured Silicate concentration,micromoles per liter,scientific_variable,calcofi_bottle,env,matching,silicate,measurement_type (source_column/name)
siocalcofiHydroBottle,sta_id,Line and Station,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroBottle,stheta,Potential Density of water,kilograms per cubic meter,scientific_variable,calcofi_bottle,env,matching,sigma_theta,measurement_type (source_column/name)
siocalcofiHydroBottle,sthtaq,Potential Density Quality,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroBottle,t_degc,Temperature,degrees Celsius,scientific_variable,calcofi_bottle,env,matching,temperature,measurement_type (source_column/name)
siocalcofiHydroBottle,t_prec,Temperature Precision,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroBottle,t_qual,Temperature Quality,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroBottle,ta1,"Measured Total Alkalinity, Replicate 1",micromoles per kilogram,scientific_variable,calcofi_bottle,env,matching,alkalinity_rep1,measurement_type (source_column/name)
siocalcofiHydroBottle,ta2,"Measured Total Alkalinity, Replicate 2",micromoles per kilogram,scientific_variable,calcofi_bottle,env,matching,alkalinity_rep2,measurement_type (source_column/name)
siocalcofiHydroBottle,time,Time,seconds since 1970-01-01T00:00:00Z,scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,ac_line,Actual Line Number,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,ac_sta,Actual Station,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,barometer,Atmospheric Pressure,millibars,scientific_variable,calcofi_bottle,env,matching,barometric_pressure,measurement_type (source_column/name)
siocalcofiHydroCast,bottom_d,Station Bottom Depth,meters,scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,cast_id,Cast Id,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,civil_t,Civil Twilight PST,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,cloud_amt,Cloud Amount Code,"",scientific_variable,calcofi_bottle,env,matching,cloud_amount,measurement_type (source_column/name)
siocalcofiHydroCast,cloud_typ,Cloud Type Code,"",scientific_variable,calcofi_bottle,env,matching,cloud_type,measurement_type (source_column/name)
siocalcofiHydroCast,cruise,Cruise,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,cruise_id,Cruise ID,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,cruz_leg,Cruise Leg,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,cruz_num,Cruise Number,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,cruz_sta,Cruise ID,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,cst_cnt,Cast Count,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,data_or,Organizational ID,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,data_type,Data Type,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,date,Date,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,dbsta_id,CalCOFI Line and Station,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,distance,Distance from shore,nautical miles,scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,dry_t,Dry Bulb Temperature,degrees Celcius,scientific_variable,calcofi_bottle,env,matching,dry_air_temp,measurement_type (source_column/name)
siocalcofiHydroCast,event_num,Event Number,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,fore_iu,ForelU,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,inc_end,Incubation End Time PST,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,inc_str,Incubation Start Time PST,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,intc14,Integrated C14 Assimilation,milligrams C per square meter per half light day,scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,intchl,Integrated Chlorophyll,milligrams chl per square meter per half light day,scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,julian_date,Julian Date,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,julian_day,Julian Day,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,lat_deg,latitude_degrees,degrees,scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,lat_hem,latitude_hemisphere,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,lat_min,latitude_minutes,minutes,scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,latitude,Latitude,degrees_north,scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,lon_deg,longitude_degrees,degrees,scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,lon_hem,longitude_hemisphere,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,lon_min,longitude_minutes,minutes,scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,longitude,Longitude,degrees_east,scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,month,Month,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,order_occ,Order Occupied,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,orig_sta_id,Original Station Identifier,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,pst_lan,Local Apparent Noon PST,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,quarter,Quarter of Year,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,rpt_line,Reported Line Number,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,rpt_sta,Reported Station,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,secchi,Secchi,meters,scientific_variable,calcofi_bottle,env,matching,secchi_depth,measurement_type (source_column/name)
siocalcofiHydroCast,ship_code,Ship Code,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,ship_name,Ship Name,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,st_line,Nominal CalCOFI Line,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,st_station,Nominal CalCOFI Station,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,sta_code,Station,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,sta_id,Line and Station,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,time,Time,seconds since 1970-01-01T00:00:00Z,scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,time_string,Time of Cast,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,timezone,Time Zone,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
siocalcofiHydroCast,visibility,Visibility Code,"",scientific_variable,calcofi_bottle,env,matching,visibility,measurement_type (source_column/name)
siocalcofiHydroCast,wave_dir,Wave Direction Code,degrees,scientific_variable,calcofi_bottle,env,matching,wave_direction,measurement_type (source_column/name)
siocalcofiHydroCast,wave_ht,Wave Height,feet,scientific_variable,calcofi_bottle,env,matching,wave_height,measurement_type (source_column/name)
siocalcofiHydroCast,wave_prd,Wave Period,seconds,scientific_variable,calcofi_bottle,env,matching,wave_period,measurement_type (source_column/name)
siocalcofiHydroCast,wea,Weather Code,"",scientific_variable,calcofi_bottle,env,matching,weather_code,measurement_type (source_column/name)
siocalcofiHydroCast,wet_t,Wet Bulb Temperature,degrees Celcius,scientific_variable,calcofi_bottle,env,matching,wet_air_temp,measurement_type (source_column/name)
siocalcofiHydroCast,wind_dir,Wind Direction,degrees,scientific_variable,calcofi_bottle,env,matching,wind_direction,measurement_type (source_column/name)
siocalcofiHydroCast,wind_spd,Wind Speed,knots,scientific_variable,calcofi_bottle,env,matching,wind_speed,measurement_type (source_column/name)
siocalcofiHydroCast,year,Year,"",scientific_variable,calcofi_bottle,env,matching,,unmatched
underway/,Weather - underway/METS data,Weather - underway/METS data,"",scientific_dataset,,env,missing,,no DB dataset (missing/omics)
zoodb,All genera and species,All genera and species,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,aetideus bradyi,aetideus bradyi,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,aetideus divergens,aetideus divergens,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,atlanta spp.,atlanta spp.,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,calanus pacificus,calanus pacificus,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,candacia aethiopica,candacia aethiopica,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,candacia bipinnata,candacia bipinnata,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,candacia curta,candacia curta,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,cyclosalpa affinis,cyclosalpa affinis,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,cyclosalpa bakeri,cyclosalpa bakeri,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,cyclosalpa pinnata,cyclosalpa pinnata,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,cyclosalpa quadriluminis,cyclosalpa quadriluminis,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,cyclosalpa spp.,cyclosalpa spp.,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,dolioletta gegenbauri,dolioletta gegenbauri,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,dolioletta sp.,dolioletta sp.,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,eucalanus californicus,eucalanus californicus,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,eucalanus hyalinus,eucalanus hyalinus,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,euchaeta acuta,euchaeta acuta,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,euchaeta media,euchaeta media,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,euchaeta rimana,euchaeta rimana,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,euchirella pseudopulchra,euchirella pseudopulchra,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,euchirella pulchra,euchirella pulchra,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,gaidius pungens,gaidius pungens,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,gaussia princeps,gaussia princeps,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,helicosalpa virgula,helicosalpa virgula,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,heterorhabdus abyssalis,heterorhabdus abyssalis,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,heterorhabdus papilliger,heterorhabdus papilliger,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,ihlea punctata,ihlea punctata,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,labidocera trispinosa,labidocera trispinosa,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,lucicutia flavicornis,lucicutia flavicornis,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,lucicutia spp.,lucicutia spp.,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,mesocalanus lighti,mesocalanus lighti,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,mesocalanus tenuicornis,mesocalanus tenuicornis,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,metridia cf. pacifica,metridia cf. pacifica,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,nannocalanus minor,nannocalanus minor,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,neocalanus cristatus,neocalanus cristatus,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,neocalanus flemingeri,neocalanus flemingeri,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,neocalanus gracilis,neocalanus gracilis,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,neocalanus plumchrus,neocalanus plumchrus,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,neocalanus robustior,neocalanus robustior,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,pareucalanus attenuatus,pareucalanus attenuatus,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,pasiphaea pacifica,pasiphaea pacifica,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,pasiphaea spp.,pasiphaea spp.,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,pegea confoederata,pegea confoederata,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,pegea socia,pegea socia,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,pegea spp.,pegea spp.,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,pleuromamma abdominalis edentata,pleuromamma abdominalis edentata,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,pleuromamma abdominalis typica,pleuromamma abdominalis typica,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,pleuromamma borealis,pleuromamma borealis,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,pleuromamma gracilis,pleuromamma gracilis,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,pleuromamma piseki,pleuromamma piseki,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,pleuromamma quadrungulata,pleuromamma quadrungulata,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,pleuromamma xiphias,pleuromamma xiphias,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,pleuroncodes planipes,pleuroncodes planipes,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,pyrosoma atlanticum,pyrosoma atlanticum,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,pyrosoma spp.,pyrosoma spp.,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,pyrosomella verticillata,pyrosomella verticillata,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,rhincalanus nasutus,rhincalanus nasutus,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,ritteriella amboinensis,ritteriella amboinensis,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,ritteriella picteti,ritteriella picteti,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,ritteriella retracta,ritteriella retracta,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,ritteriella spp.,ritteriella spp.,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,salpa aspera,salpa aspera,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,salpa fusiformis,salpa fusiformis,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,salpa maxima,salpa maxima,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,salpa spp.,salpa spp.,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,scolecithrix danae,scolecithrix danae,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,sergestes similis,sergestes similis,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,sergestes spp.,sergestes spp.,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,sergia spp.,sergia spp.,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,soestia zonaria,soestia zonaria,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,subeucalanus crassus,subeucalanus crassus,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,thalia democratica,thalia democratica,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,thetys vagina,thetys vagina,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,tomopteris spp.,tomopteris spp.,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb,weelia cylindrica,weelia cylindrica,count,taxon,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
zoodb/save.php?mode=save,Permanent zooplankton (Holoplankton) community: ZooDb,Permanent zooplankton (Holoplankton) community: ZooDb,"",scientific_dataset,cce-lter_zoodb,bio,matching,,taxon (build-time species match)
